OrderNumber,OrderDate,OrderType,CustomerType,CustomerName,CustomerState,ProductCategory,ProductNumber,ProductName,Quantity,Price,Discount,OrderTotal,Region
1003854,12-Oct-20,Retail,Individual,Kevin Campbell,Washington,Sunflower,SF301,Little Becka,1,$399.00 ,$0.00 ,$399.00 ,United States
1003855,12-Oct-20,Retail,Individual,Maurice Tang,Arizona,Rose,RS511,Cabbage Rose,1,$20.95 ,$0.00 ,$20.95 ,United States
1003856,12-Oct-20,Wholesale,Business,Alvin Hu LLC,Colorado,Orchid,OC203,Cycnoches Orchid,23,$69.00 ,$13.80 ,"$1,573.20 ",United States
1003857,12-Oct-20,Retail,Individual,Jenny Sun,Utah,Orchid,OC209,Lycaste Orchid,1,$179.00 ,$0.00 ,$179.00 ,United States
1003858,12-Oct-20,Retail,Individual,Morgan Hernandez,Georgia,Rose,RS508,Ayrshire Rose,1,$15.50 ,$0.00 ,$15.50 ,United States
1003859,12-Oct-20,Retail,Individual,Susan Ye,Kentucky,Sunflower,SF704,Giant Sungold,1,$699.00 ,$0.00 ,$699.00 ,United States
1003860,12-Oct-20,Wholesale,Business,Christian Hughes Group,New York,Orchid,OC206,Dendrobium Orchid,10,$119.00 ,$23.80 ,"$1,166.20 ",United States
1003861,12-Oct-20,Wholesale,Business,Abigail Howard Inc.,New Jersey,Rose,RS513,Tea Rose,10,$14.99 ,$3.00 ,$146.90 ,United States
1003862,12-Oct-20,Wholesale,Business,Tristan Alexander LLC,South Carolina,Daisy,DS813,English Daisy,105,$29.99 ,$6.00 ,"$3,142.95 ",United States
1003863,13-Oct-20,Retail,Individual,Jacqueline Simmons,Louisiana,Rose,RS511,Cabbage Rose,1,$20.95 ,$0.00 ,$20.95 ,United States
1003864,13-Oct-20,Retail,Individual,Dwayne Vazquez,Florida,Daisy,DS808,Pale Purple Coneflower,1,$34.99 ,$0.00 ,$34.99 ,United States
1003865,13-Oct-20,Wholesale,Business,Frank Navarro LLC,California,Daisy,DS811,Ox-Eye Daisy,6,$27.50 ,$5.50 ,$159.50 ,United States
1003866,13-Oct-20,Wholesale,Business,Luke Adams Inc.,California,Daisy,DS802,Mojave Desert Star,2,$49.95 ,$9.99 ,$89.91 ,United States
1003867,13-Oct-20,Retail,Business,Whitney Srini Inc.,Nevada,Rose,RS507,White Rose of York,77,$13.99 ,$0.00 ,"$1,077.23 ",United States
1003868,13-Oct-20,Retail,Individual,Ian Martinez,District of Columbia,Orchid,OC201,Phalaenopsis Orchid,1,$54.00 ,$0.00 ,$54.00 ,United States
1003869,13-Oct-20,Wholesale,Business,Benjamin Moore LLC,Montana,Rose,RS519,Alba Rose,11,$16.75 ,$3.35 ,$180.90 ,United States
1003870,13-Oct-20,Retail,Individual,Kristina Fernandez,New York,Rose,RS511,Cabbage Rose,1,$20.95 ,$0.00 ,$20.95 ,United States
1003871,13-Oct-20,Retail,Individual,Lucas Thomas,California,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1003872,13-Oct-20,Wholesale,Business,Marshall Sun andSons,Massachusetts,Orchid,OC206,Dendrobium Orchid,5,$119.00 ,$23.80 ,$571.20 ,United States
1003873,13-Oct-20,Wholesale,Business,Jordan Coleman InformationSystems,Arizona,Orchid,OC201,Phalaenopsis Orchid,11,$54.00 ,$10.80 ,$583.20 ,United States
1003874,13-Oct-20,Wholesale,Business,Megan Gray LLC,Mississippi,Orchid,OC206,Dendrobium Orchid,3,$119.00 ,$23.80 ,$333.20 ,United States
1003875,13-Oct-20,Wholesale,Business,Seth Alexander Group,Illinois,Daisy,DS813,English Daisy,10,$29.99 ,$6.00 ,$293.90 ,United States
1003876,13-Oct-20,Wholesale,Business,Rohinton Wadia International,Florida,Sunflower,SF303,Terracotta,8,$450.00 ,$90.00 ,"$3,510.00 ",United States
1003877,13-Oct-20,Retail,Individual,Ruben Kapoor,Utah,Sunflower,SF303,Terracotta,1,$450.00 ,$0.00 ,$450.00 ,United States
1003878,14-Oct-20,Retail,Individual,Melissa Washington,Oregon,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1003879,14-Oct-20,Wholesale,Business,Nicholas Thompson Tech,Texas,Orchid,OC202,Catasetum Orchid,4,$58.95 ,$11.79 ,$224.01 ,United States
1003880,14-Oct-20,Retail,Individual,Levi Suri,New York,Sunflower,SF301,Little Becka,1,$399.00 ,$0.00 ,$399.00 ,United States
1003881,14-Oct-20,Wholesale,Business,Thomas Chen Inc.,Texas,Rose,RS504,Shining Rose,8,$12.99 ,$2.60 ,$101.32 ,United States
1003882,14-Oct-20,Wholesale,Business,Luis Diaz Technologies,Minnesota,Daisy,DS802,Mojave Desert Star,11,$49.95 ,$9.99 ,$539.46 ,United States
1003883,14-Oct-20,Retail,Individual,Amanda Ross,Florida,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1003884,14-Oct-20,Wholesale,Business,Jonathan Hill Group,Idaho,Rose,RS508,Ayrshire Rose,10,$15.50 ,$3.10 ,$151.90 ,United States
1003885,14-Oct-20,Wholesale,Business,Amy Sun LLC,Kentucky,Sunflower,SF303,Terracotta,83,$450.00 ,$90.00 ,"$37,260.00 ",United States
1003886,14-Oct-20,Wholesale,Business,Katherine Smith Inc.,New York,Orchid,OC201,Phalaenopsis Orchid,89,$54.00 ,$10.80 ,"$4,795.20 ",United States
1003887,14-Oct-20,Retail,Individual,Jamie Zeng,Florida,Rose,RS108,Panda Robot Blueprint,1,$7.99 ,$0.00 ,$7.99 ,United States
1003888,14-Oct-20,Wholesale,Business,Colin Yuan,North Dakota,Sunflower,SF307,Moulin Rouge,5,$499.00 ,$99.80 ,"$2,395.20 ",United States
1003889,14-Oct-20,Wholesale,Business,Blake Roberts Inc.,Virginia,Daisy,DS808,Pale Purple Coneflower,47,$34.99 ,$7.00 ,"$1,637.53 ",United States
1003890,14-Oct-20,Retail,Individual,Sydney Gray,Kansas,Daisy,DS805,Barberton Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1003891,15-Oct-20,Wholesale,Business,Hailey Perez Innovations,New York,Daisy,DS809,Eastern Purple Coneflower,10,$42.99 ,$8.60 ,$421.30 ,United States
1003892,15-Oct-20,Retail,Individual,Alan Guo,New Jersey,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1003893,15-Oct-20,Wholesale,Business,Dakota Griffin Inc.,Massachusetts,Daisy,DS806,Shasta Daisy,13,$49.00 ,$9.80 ,$627.20 ,United States
1003894,15-Oct-20,Wholesale,Business,Bianca Liu Group,New York,Orchid,OC204,Cymbidium Orchid,10,$89.00 ,$17.80 ,$872.20 ,United States
1003895,15-Oct-20,Wholesale,Business,Ruben Rodriguez andSons,Louisiana,Orchid,OC201,Phalaenopsis Orchid,10,$54.00 ,$10.80 ,$529.20 ,United States
1003896,15-Oct-20,Retail,Individual,Carolyn Martin,Georgia,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1003897,15-Oct-20,Wholesale,Business,Manuel Sara Group,Missouri,Sunflower,SF303,Terracotta,11,$450.00 ,$90.00 ,"$4,860.00 ",United States
1003898,15-Oct-20,Wholesale,Business,Melinda Navarro Resources,Wisconsin,Rose,RS505,Climbing Rose,6,$14.99 ,$3.00 ,$86.94 ,United States
1003899,15-Oct-20,Wholesale,Business,Sophia Lopez LLC,Nevada,Orchid,OC606,Vanda Orchid,7,$225.00 ,$45.00 ,"$1,530.00 ",United States
1003900,15-Oct-20,Retail,Individual,Max Moyer,Indiana,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1003901,15-Oct-20,Wholesale,Business,Edward Parker Inc.,Kansas,Rose,RS503,Multiflora Rose,96,$24.99 ,$5.00 ,"$2,394.04 ",United States
1003902,15-Oct-20,Wholesale,Business,Zoe Ramirez LLC,California,Orchid,OC206,Dendrobium Orchid,70,$119.00 ,$23.80 ,"$8,306.20 ",United States
1003903,15-Oct-20,Wholesale,Business,Alexandra Foster Inc.,Georgia,Sunflower,SF305,Ms. Mars,5,$455.00 ,$91.00 ,"$2,184.00 ",United States
1003904,15-Oct-20,Retail,Individual,Blake Hill,Arizona,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1003905,15-Oct-20,Wholesale,Business,Kevin Bryant LLC,Montana,Rose,RS104,Beach Rose,5,$4.99 ,$1.00 ,$23.95 ,United States
1003906,15-Oct-20,Retail,Individual,Seth Edwards,Arizona,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1003907,15-Oct-20,Wholesale,Business,Kaitlyn Cox Group,Pennsylvania,Orchid,OC605,Psychopsis Orchid,6,$214.00 ,$42.80 ,"$1,241.20 ",United States
1003908,15-Oct-20,Wholesale,Business,Logan Parker Inc.,Tennessee,Orchid,OC603,Paphiopedlium Orchid,11,$189.00 ,$37.80 ,"$2,041.20 ",United States
1003909,16-Oct-20,Retail,Individual,Carlos Gray,Texas,Rose,RS504,Shining Rose,1,$12.99 ,$0.00 ,$12.99 ,United States
1003910,16-Oct-20,Wholesale,Business,Jeremy Butler Group,Colorado,Orchid,OC605,Psychopsis Orchid,5,$214.00 ,$42.80 ,"$1,027.20 ",United States
1003911,16-Oct-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Daisy,DS801,Rough Daisy,12,$36.99 ,$7.40 ,$436.48 ,United States
1003912,16-Oct-20,Retail,Individual,Rafael Andersen,New Mexico,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1003913,16-Oct-20,Retail,Individual,Thomas Zhang,Georgia,Rose,RS503,Multiflora Rose,1,$24.99 ,$0.00 ,$24.99 ,United States
1003914,16-Oct-20,Retail,Individual,Willie Zhao,Indiana,Orchid,OC208,Epidendrum Orchid,1,$167.00 ,$0.00 ,$167.00 ,United States
1003915,16-Oct-20,Retail,Individual,Roy Gonzalez,Texas,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1003916,16-Oct-20,Wholesale,Business,Jose Li Inc.,Maryland,Rose,RS108,Panda Robot Blueprint,5,$7.99 ,$1.60 ,$38.35 ,United States
1003917,16-Oct-20,Retail,Individual,Anne Dominguez,Nebraska,Orchid,OC607,Zygopetalum Orchid,1,$245.00 ,$0.00 ,$245.00 ,United States
1003918,16-Oct-20,Wholesale,Business,Sebastian Reed,Florida,Sunflower,SF307,Moulin Rouge,4,$499.00 ,$99.80 ,"$1,896.20 ",United States
1003919,16-Oct-20,Wholesale,Business,Jennifer Campbell Security,Pennsylvania,Daisy,DS813,English Daisy,3,$29.99 ,$6.00 ,$83.97 ,United States
1003920,16-Oct-20,Wholesale,Business,Kari Mehta LTD,Minnesota,Rose,RS508,Ayrshire Rose,8,$15.50 ,$3.10 ,$120.90 ,United States
1003921,16-Oct-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Rose,RS509,Bourbon Rose,6,$19.99 ,$4.00 ,$115.94 ,United States
1003922,16-Oct-20,Retail,Individual,Ivan Malhotra,Louisiana,Rose,RS519,Alba Rose,1,$16.75 ,$0.00 ,$16.75 ,United States
1003923,16-Oct-20,Retail,Individual,Dominique Fernandez,New Jersey,Daisy,DS802,Mojave Desert Star,1,$49.95 ,$0.00 ,$49.95 ,United States
1003924,16-Oct-20,Wholesale,Business,Devin Martinez Inc.,North Carolina,Rose,RS517,Wild Alberta Rose,10,$19.50 ,$3.90 ,$191.10 ,United States
1003925,16-Oct-20,Retail,Individual,Isabelle Patterson,Colorado,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1003926,17-Oct-20,Wholesale,Business,Lauren Thompson Inc.,California,Orchid,OC204,Cymbidium Orchid,10,$89.00 ,$17.80 ,$872.20 ,United States
1003927,17-Oct-20,Retail,Individual,Edgar Malhotra,Ohio,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1003928,17-Oct-20,Retail,Individual,Lacey Zheng,Washington,Orchid,OC602,Miltonia Orchid,4,$189.00 ,$0.00 ,$756.00 ,United States
1003929,17-Oct-20,Retail,Individual,Miguel Barnes,New York,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1003930,17-Oct-20,Retail,Individual,Sarah Johnson,Florida,Sunflower,SF307,Moulin Rouge,1,$499.00 ,$0.00 ,$499.00 ,United States
1003931,17-Oct-20,Wholesale,Business,Adrian Stewart Corp,Ohio,Orchid,OC603,Paphiopedlium Orchid,8,$189.00 ,$37.80 ,"$1,474.20 ",United States
1003932,17-Oct-20,Wholesale,Business,Logan Hernandez PlusSport,Florida,Rose,RS518,Moss Rose,7,$14.99 ,$3.00 ,$101.93 ,United States
1003933,17-Oct-20,Retail,Individual,Meredith Gutierrez,California,Rose,RS110,Noisette Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1003934,17-Oct-20,Wholesale,Business,Sydney Carter Security,Florida,Rose,RS107,French Rose,70,$12.00 ,$2.40 ,$837.60 ,United States
1003935,18-Oct-20,Retail,Individual,Nicholas Davis,Virginia,Rose,RS110,Noisette Rose,1,$11.99 ,$0.00 ,$11.99 ,United States
1003936,18-Oct-20,Wholesale,Business,Christine Nara Inc.,North Carolina,Rose,RS508,Ayrshire Rose,6,$15.50 ,$3.10 ,$89.90 ,United States
1003937,18-Oct-20,Wholesale,Business,Janelle Sanchez andSons,Georgia,Daisy,DS813,English Daisy,9,$29.99 ,$6.00 ,$263.91 ,United States
1003938,18-Oct-20,Retail,Individual,Henry Chapman,Ohio,Orchid,OC605,Psychopsis Orchid,1,$214.00 ,$0.00 ,$214.00 ,United States
1003939,18-Oct-20,Wholesale,Business,Sebastian Reed,Florida,Rose,RS503,Multiflora Rose,3,$24.99 ,$5.00 ,$69.97 ,United States
1003940,18-Oct-20,Wholesale,Business,Jonathon Alvarez Inc.,Michigan,Daisy,DS808,Pale Purple Coneflower,3,$34.99 ,$7.00 ,$97.97 ,United States
1003941,18-Oct-20,Wholesale,Business,Briana Dominguez LLC,Connecticut,Rose,RS504,Shining Rose,9,$12.99 ,$2.60 ,$114.31 ,United States
1003942,18-Oct-20,Wholesale,Business,Katherine Perry Inc.,District of Columbia,Orchid,OC606,Vanda Orchid,13,$225.00 ,$45.00 ,"$2,880.00 ",United States
1003943,18-Oct-20,Wholesale,Business,Marcus Anderson Inc.,Alabama,Rose,RS102,Carolina Rose,12,$8.99 ,$1.80 ,$106.08 ,United States
1003944,18-Oct-20,Retail,Individual,Nathan Perry,Tennessee,Orchid,OC607,Zygopetalum Orchid,1,$245.00 ,$0.00 ,$245.00 ,United States
1003945,18-Oct-20,Wholesale,Business,Jeremy Butler Group,Colorado,Rose,RS109,Floribunda,7,$10.99 ,$2.20 ,$74.73 ,United States
1003946,18-Oct-20,Retail,Individual,Armando Moreno,West Virginia,Rose,RS503,Multiflora Rose,1,$24.99 ,$0.00 ,$24.99 ,United States
1003947,18-Oct-20,Retail,Individual,Christine Yuan,Florida,Daisy,DS810,Gerbera Virdifolia,1,$44.95 ,$0.00 ,$44.95 ,United States
1003948,18-Oct-20,Retail,Individual,Veronica Martinez,Texas,Orchid,OC605,Psychopsis Orchid,1,$214.00 ,$0.00 ,$214.00 ,United States
1003949,18-Oct-20,Retail,Individual,Zachary Moore,Michigan,Sunflower,SF306,Chianti,3,$250.00 ,$0.00 ,$750.00 ,United States
1003950,18-Oct-20,Retail,Individual,Reginald Dominguez,California,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1003951,18-Oct-20,Wholesale,Business,Luis Hayes Inc.,Ohio,Daisy,DS810,Gerbera Virdifolia,78,$44.95 ,$8.99 ,"$3,497.11 ",United States
1003952,18-Oct-20,Retail,Individual,Logan Wang,Texas,Rose,RS513,Tea Rose,1,$14.99 ,$0.00 ,$14.99 ,United States
1003953,19-Oct-20,Wholesale,Business,Catherine Torres Inc.,Arizona,Rose,RS107,French Rose,11,$12.00 ,$2.40 ,$129.60 ,United States
1003954,19-Oct-20,Wholesale,Business,Stanley Weber LLC,Kansas,Rose,RS502,Rosa Glauca,10,$24.95 ,$4.99 ,$244.51 ,United States
1003955,19-Oct-20,Wholesale,Business,Jaime Nara LLC,Indiana,Daisy,DS803,Curly Leaf Daisy,13,$29.99 ,$6.00 ,$383.87 ,United States
1003956,19-Oct-20,Wholesale,Business,Morgan Gonzalez Inc.,Washington,Sunflower,SF707,Italian White,33,$599.00 ,$119.80 ,"$19,647.20 ",United States
1003957,19-Oct-20,Wholesale,Business,Kevin Simmons LLC,Nevada,Rose,RS509,Bourbon Rose,10,$19.99 ,$4.00 ,$195.90 ,United States
1003958,19-Oct-20,Retail,Individual,Deborah Xie,Utah,Sunflower,SF703,Russian Mammoth,1,$549.00 ,$0.00 ,$549.00 ,United States
1003959,19-Oct-20,Wholesale,Business,Armando Romero Industries,Indiana,Rose,RS514,Grandiflora,3,$23.99 ,$4.80 ,$67.17 ,United States
1003960,19-Oct-20,Wholesale,Business,Wyatt Lee Inc.,South Carolina,Orchid,OC606,Vanda Orchid,9,$225.00 ,$45.00 ,"$1,980.00 ",United States
1003961,19-Oct-20,Wholesale,Business,Alejandro Zhou LLC,Texas,Sunflower,SF306,Chianti,11,$250.00 ,$50.00 ,"$2,700.00 ",United States
1003962,19-Oct-20,Wholesale,Business,Nicole Clark Inc.,Hawaii,Rose,RS508,Ayrshire Rose,4,$15.50 ,$3.10 ,$58.90 ,United States
1003963,19-Oct-20,Wholesale,Business,Joseph Taylor Group,New York,Rose,RS108,Panda Robot Blueprint,11,$7.99 ,$1.60 ,$86.29 ,United States
1003964,19-Oct-20,Retail,Individual,Alfredo Moreno,Florida,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1003965,19-Oct-20,Wholesale,Business,Jason Carter Inc.,Indiana,Rose,RS508,Ayrshire Rose,67,$15.50 ,$3.10 ,"$1,035.40 ",United States
1003966,20-Oct-20,Wholesale,Business,Melanie Rivera Inc.,California,Sunflower,SF301,Little Becka,7,$399.00 ,$79.80 ,"$2,713.20 ",United States
1003967,20-Oct-20,Retail,Individual,Stacy Alvarez,New Jersey,Orchid,OC603,Paphiopedlium Orchid,3,$189.00 ,$0.00 ,$567.00 ,United States
1003968,20-Oct-20,Wholesale,Business,Edward Patterson Group,Colorado,Rose,RS109,Floribunda,9,$10.99 ,$2.20 ,$96.71 ,United States
1003969,20-Oct-20,Wholesale,Business,Brooke Ramirez LLC,West Virginia,Daisy,DS808,Pale Purple Coneflower,6,$34.99 ,$7.00 ,$202.94 ,United States
1003970,20-Oct-20,Retail,Individual,Keith Deng,California,Rose,RS511,Cabbage Rose,1,$20.95 ,$0.00 ,$20.95 ,United States
1003971,20-Oct-20,Retail,Individual,Kevin Alexander,District of Columbia,Sunflower,SF303,Terracotta,1,$450.00 ,$0.00 ,$450.00 ,United States
1003972,20-Oct-20,Retail,Individual,Russell Xie,Arkansas,Rose,RS514,Grandiflora,1,$23.99 ,$0.00 ,$23.99 ,United States
1003973,20-Oct-20,Retail,Individual,Hailey Cox,California,Daisy,DS806,Shasta Daisy,1,$49.00 ,$0.00 ,$49.00 ,United States
1003974,20-Oct-20,Wholesale,Business,Latasha Munoz Inc.,California,Rose,RS502,Rosa Glauca,5,$24.95 ,$4.99 ,$119.76 ,United States
1003975,20-Oct-20,Retail,Individual,Francisco Ashe,Texas,Rose,RS105,Portland Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1003976,20-Oct-20,Wholesale,Business,Abigail Howard Inc.,New Jersey,Rose,RS102,Carolina Rose,7,$8.99 ,$1.80 ,$61.13 ,United States
1003977,20-Oct-20,Retail,Individual,Kristine Sandberg,New Jersey,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
1003978,20-Oct-20,Retail,Individual,Donald Mehta,Oregon,Daisy,DS807,Osteospermum Daisy,1,$32.95 ,$0.00 ,$32.95 ,United States
1003979,20-Oct-20,Wholesale,Business,Stanley Weber LLC,Kansas,Orchid,OC603,Paphiopedlium Orchid,7,$189.00 ,$37.80 ,"$1,285.20 ",United States
1003980,21-Oct-20,Wholesale,Business,Holly Fernandez Inc.,Alabama,Rose,RS512,Hybrid Perpetual,7,$24.95 ,$4.99 ,$169.66 ,United States
1003981,21-Oct-20,Wholesale,Business,Antonio Butler,Texas,Rose,RS503,Multiflora Rose,11,$24.99 ,$5.00 ,$269.89 ,United States
1003982,21-Oct-20,Retail,Individual,Julio Ruiz,New York,Rose,RS506,Heirloom Rose,1,$16.99 ,$0.00 ,$16.99 ,United States
1003983,21-Oct-20,Wholesale,Business,Francisco Srini Inc.,Georgia,Orchid,OC606,Vanda Orchid,6,$225.00 ,$45.00 ,"$1,305.00 ",United States
1003984,21-Oct-20,Wholesale,Business,Abigail Howard Inc.,New Jersey,Sunflower,SF706,Firecracker,6,$883.00 ,$176.60 ,"$5,121.40 ",United States
1003985,21-Oct-20,Retail,Individual,Blake Garcia,Illinois,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1003986,21-Oct-20,Wholesale,Business,Carol Howard Group,Hawaii,Rose,RS104,Beach Rose,8,$4.99 ,$1.00 ,$38.92 ,United States
1003987,21-Oct-20,Retail,Individual,Luke Lal,Texas,Rose,RS509,Bourbon Rose,1,$19.99 ,$0.00 ,$19.99 ,United States
1003988,21-Oct-20,Wholesale,Business,Sydney Cook Group,Maryland,Rose,RS108,Panda Robot Blueprint,8,$7.99 ,$1.60 ,$62.32 ,United States
1003989,21-Oct-20,Retail,Individual,Jeremiah Stewart,California,Orchid,OC602,Miltonia Orchid,1,$190.00 ,$0.00 ,$190.00 ,United States
1003990,21-Oct-20,Retail,Individual,Gerald Prasad,Illinois,Sunflower,SF305,Ms. Mars,1,$455.00 ,$0.00 ,$455.00 ,United States
1003991,21-Oct-20,Wholesale,Business,Benjamin Moore LLC,Montana,Sunflower,SF702,American Giant Hybrid,12,$899.00 ,$179.80 ,"$10,608.20 ",United States
1003992,21-Oct-20,Wholesale,Business,Janelle Sanchez andSons,Georgia,Daisy,DS812,Marguerite Daisy,97,$28.99 ,$5.80 ,"$2,806.23 ",United States
1003993,21-Oct-20,Retail,Individual,Amy Li,Kansas,Sunflower,SF305,Ms. Mars,2,$455.00 ,$0.00 ,$910.00 ,United States
1003994,22-Oct-20,Wholesale,Business,Francisco Srini Inc.,Georgia,Daisy,DS803,Curly Leaf Daisy,8,$29.99 ,$6.00 ,$233.92 ,United States
1003995,22-Oct-20,Wholesale,Business,Jerome Torres Inc.,California,Rose,RS509,Bourbon Rose,3,$19.99 ,$4.00 ,$55.97 ,United States
1003996,22-Oct-20,Wholesale,Business,Jay Arthur Inc.,Texas,Rose,RS520,Rogusa Rose,6,$17.50 ,$3.50 ,$101.50 ,United States
1003997,22-Oct-20,Retail,Individual,Matthew Thomas,Florida,Orchid,OC204,Cymbidium Orchid,1,$89.00 ,$0.00 ,$89.00 ,United States
1003998,22-Oct-20,Retail,Individual,Wyatt Price,Michigan,Orchid,OC208,Epidendrum Orchid,2,$167.00 ,$0.00 ,$334.00 ,United States
1003999,22-Oct-20,Retail,Individual,Lacey Raje,Washington,Orchid,OC606,Vanda Orchid,1,$225.00 ,$0.00 ,$225.00 ,United States
1004000,22-Oct-20,Retail,Individual,Jennifer Collins,Iowa,Daisy,DS813,English Daisy,1,$29.99 ,$0.00 ,$29.99 ,United States
1004001,22-Oct-20,Wholesale,Business,Nathan Lee Security,Virginia,Rose,RS503,Multiflora Rose,26,$24.99 ,$5.00 ,$644.74 ,United States
1004002,22-Oct-20,Wholesale,Business,Joe Torres Group,New York,Sunflower,SF704,Giant Sungold,10,$699.00 ,$139.80 ,"$6,850.20 ",United States
1004003,22-Oct-20,Wholesale,Business,Dalton Parker Group,Nebraska,Rose,RS514,Grandiflora,13,$23.99 ,$4.80 ,$307.07 ,United States
1004004,22-Oct-20,Wholesale,Business,Colleen West Inc.,Minnesota,Rose,RS508,Ayrshire Rose,13,$15.50 ,$3.10 ,$198.40 ,United States
1004005,22-Oct-20,Retail,Individual,Dalton Miller,Michigan,Rose,RS106,China Rose,1,$8.99 ,$0.00 ,$8.99 ,United States
1004006,22-Oct-20,Retail,Individual,Alexandra Davis,Virginia,Daisy,DS801,Rough Daisy,1,$36.99 ,$0.00 ,$36.99 ,United States
1004007,22-Oct-20,Wholesale,Business,José Hernandez andSons,Washington,Sunflower,SF303,Terracotta,3,$450.00 ,$90.00 ,"$1,260.00 ",United States
1004008,23-Oct-20,Retail,Individual,Adam Ross,Pennsylvania,Rose,RS104,Beach Rose,1,$4.99 ,$0.00 ,$4.99 ,United States
1004009,23-Oct-20,Wholesale,Business,Cole Torres LLC,Oregon,Orchid,OC208,Epidendrum Orchid,13,$167.00 ,$33.40 ,"$2,137.60 ",United States
1004010,23-Oct-20,Wholesale,Business,Alexandra Richardson Industries,Tennessee,Sunflower,SF707,Italian White,9,$599.00 ,$119.80 ,"$5,271.20 ",United States
1004011,23-Oct-20,Retail,Individual,Tyrone Diaz,Texas,Orchid,OC605,Psychopsis Orchid,2,$214.00 ,$0.00 ,$428.00 ,United States
1004012,23-Oct-20,Wholesale,Business,Carol Howard Group,Hawaii,Orchid,OC204,Cymbidium Orchid,7,$89.00 ,$17.80 ,$605.20 ,United States
1004013,23-Oct-20,Retail,Individual,Jack Hill,Florida,Sunflower,SF305,Ms. Mars,1,$455.00 ,$0.00 ,$455.00 ,United States
1004014,23-Oct-20,Wholesale,Business,Emma Sanchez Inc.,Connecticut,Orchid,OC606,Vanda Orchid,10,$225.00 ,$45.00 ,"$2,205.00 ",United States
1004015,23-Oct-20,Wholesale,Business,Marc Ruiz Group,Delaware,Rose,RS104,Beach Rose,9,$4.99 ,$1.00 ,$43.91 ,United States
1004016,23-Oct-20,Wholesale,Business,Bianca Liu Group,New York,Orchid,OC602,Miltonia Orchid,4,$189.00 ,$37.80 ,$718.20 ,United States
1004017,23-Oct-20,Wholesale,Business,Dakota Griffin Inc.,Massachusetts,Rose,RS513,Tea Rose,8,$14.99 ,$3.00 ,$116.92 ,United States
1004018,23-Oct-20,Retail,Individual,Bonnie Jai,Kentucky,Sunflower,SF306,Chianti,1,$250.00 ,$0.00 ,$250.00 ,United States
1004019,23-Oct-20,Retail,Individual,Anne Alvarez,Louisiana,Rose,RS107,French Rose,1,$12.00 ,$0.00 ,$12.00 ,United States
1004020,23-Oct-20,Retail,Individual,Jill Miller,Florida,Rose,RS502,Rosa Glauca,1,$24.95 ,$0.00 ,$24.95 ,United States
1004021,23-Oct-20,Retail,Individual,Alyssa Barnes,Tennessee,Rose,RS520,Rogusa Rose,1,$17.50 ,$0.00 ,$17.50 ,United States
1004022,23-Oct-20,Retail,Individual,Jermaine Lopez,Nevada,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1004023,23-Oct-20,Wholesale,Business,Logan Wilson andSons,North Carolina,Orchid,OC603,Paphiopedlium Orchid,12,$189.00 ,$37.80 ,"$2,230.20 ",United States
1004024,23-Oct-20,Retail,Individual,Destiny Coleman,California,Rose,RS521,Hybrid Musk,1,$19.50 ,$0.00 ,$19.50 ,United States
1004025,24-Oct-20,Wholesale,Business,Latasha Munoz Inc.,California,Sunflower,SF305,Ms. Mars,3,$455.00 ,$91.00 ,"$1,274.00 ",United States
1004026,24-Oct-20,Wholesale,Business,Edward Hernandez LLC,New Hampshire,Rose,RS104,Beach Rose,11,$4.99 ,$1.00 ,$53.89 ,United States
1004027,24-Oct-20,Retail,Individual,Dennis She,Washington,Daisy,DS809,Eastern Purple Coneflower,1,$42.99 ,$0.00 ,$42.99 ,United States
